isperson,iscycle,iscar,istruck,xmin,ymin,xmax,ymax,zloc,imageName
1,0,0,0,75,250,80,264,0.8238417158275603,simpleframe1634228642329
1,0,0,0,427,249,432,262,0.9023310727172622,simpleframe1634228652521
1,0,0,0,51,250,57,266,0.779996806864942,simpleframe1634228652521
1,0,0,0,382,249,387,262,0.8167330679675578,simpleframe1634228673697
1,0,0,0,44,251,50,267,0.7263371161566434,simpleframe1634228673697
1,0,0,0,365,249,370,262,0.7888510240343422,simpleframe1634228683870
1,0,0,0,59,251,65,266,0.7631896854423037,simpleframe1634228683870
1,0,0,0,51,257,59,266,0.7659738232655401,simpleframe1634228694371
1,0,0,0,87,249,92,263,0.8455728067214536,simpleframe1634228704942
1,0,0,0,382,249,387,262,0.8240664720387297,simpleframe1634228715342
1,0,0,0,59,251,65,266,0.751787075750374,simpleframe1634228715342
1,0,0,0,474,249,479,262,1.0149734345419692,simpleframe1634228715342
1,0,0,0,58,251,64,266,0.7980999719928843,simpleframe1634228726263
1,0,0,0,467,249,472,262,0.9757625605279344,simpleframe1634228726263
1,0,0,0,16,250,23,267,0.8326394597720368,simpleframe1634229264428
1,0,0,0,36,250,42,265,0.8845500116575283,simpleframe1634229264428
1,0,0,0,14,249,19,262,1.0665041129920876,simpleframe1634229286532
1,0,0,0,132,251,137,266,0.7449556569319755,simpleframe1634229286532
1,0,0,0,55,251,61,269,0.7283326545157859,simpleframe1634229308043
1,0,0,0,50,250,55,266,0.8267515220671311,simpleframe1634229308043
1,0,0,0,27,250,31,266,0.8388192215781172,simpleframe1634229329464
1,0,0,0,30,251,35,266,0.9203674006644191,simpleframe1634229329464
1,0,0,0,19,251,24,266,0.9106853594413488,simpleframe1634229329464
1,0,0,0,15,250,21,267,0.856285699999637,simpleframe1634229351223
1,0,0,0,0,250,6,266,0.8931336567264866,simpleframe1634229351223
1,0,0,0,41,251,46,264,0.8916105544852735,simpleframe1634229373551
1,0,0,0,45,251,50,264,0.8773307849319109,simpleframe1634229373551
1,0,0,0,31,251,37,265,0.8677329428162831,simpleframe1634229373551
1,0,0,0,73,249,78,264,0.800364777572362,simpleframe1634229623682
1,0,0,0,86,250,92,266,0.7351334879369747,simpleframe1634229644211
1,0,0,0,402,250,407,265,0.7853519478838539,simpleframe1634229644211
1,0,0,0,330,250,335,270,0.7400005636192529,simpleframe1634229720606
1,0,0,0,481,250,490,261,0.7862340844061946,simpleframe1634229720606
1,0,0,0,55,250,63,272,0.759155285094921,simpleframe1634229738033
1,0,0,0,150,250,155,267,0.8573683256232285,simpleframe1634229772734
1,0,0,0,126,259,135,272,0.7166315869429034,simpleframe1634229808166
1,0,0,0,134,250,141,270,0.765144994852168,simpleframe1634229808166
1,0,0,0,471,250,477,271,0.7992087515985686,simpleframe1634229828162
1,0,0,0,73,250,80,269,0.830227792396047,simpleframe1634229916103
1,0,0,0,343,251,348,268,0.8425806363673713,simpleframe1634230164493
1,0,0,0,336,250,340,266,0.8614932716711727,simpleframe1634230186605
1,0,0,0,338,250,343,268,0.8076344117200869,simpleframe1634230186605
1,0,0,0,365,252,372,274,0.7006777239212352,simpleframe1634230186605
1,0,0,0,108,251,113,268,0.7294519647460269,simpleframe1634230251033
1,0,0,0,182,251,186,267,0.8610855615350991,simpleframe1634230627508
1,0,0,0,28,251,35,270,0.8759857067400545,simpleframe1634230627508
1,0,0,0,156,251,160,267,0.867887680510773,simpleframe1634230627508
1,0,0,0,7,251,14,270,0.902949654247118,simpleframe1634230627508
1,0,0,0,38,249,44,263,0.9636994785704266,simpleframe1634230653256
1,0,0,0,329,250,334,266,0.7581304680124664,simpleframe1634230679288
1,0,0,0,357,250,363,269,0.7852331613352297,simpleframe1634230679288
1,0,0,0,35,249,41,265,1.0168492061080618,simpleframe1634230705689
1,0,0,0,356,250,360,268,0.7567775917819989,simpleframe1634230731681
1,0,0,0,44,250,49,264,1.0475407725861767,simpleframe1634230784280
1,0,0,0,33,250,39,267,0.9239988971771946,simpleframe1634230784280
1,0,0,0,312,249,317,266,0.8266913234490362,simpleframe1634230809417
1,0,0,0,100,251,105,266,0.8777582372312953,simpleframe1634230834362
1,0,0,0,119,251,124,265,0.8629213418574743,simpleframe1634230834362
1,0,0,0,56,250,61,265,0.7847549365576666,simpleframe1634231094482
1,0,0,0,73,250,78,265,0.7427875440841624,simpleframe1634231116617
1,0,0,0,360,251,366,270,0.7683115937168005,simpleframe1634231241777
1,0,0,0,69,255,74,268,0.8114322870520175,simpleframe1634231261166
1,0,0,0,121,249,126,263,0.9485469130765025,simpleframe1634231279281
1,0,0,0,76,249,84,271,0.7698760220887686,simpleframe1634231296668
1,0,0,0,118,257,126,268,0.8324716040960031,simpleframe1634231313845
1,0,0,0,121,249,127,269,0.8005875131957414,simpleframe1634231329857
1,0,0,0,474,250,479,268,0.9008626750924101,simpleframe1634231363547
1,0,0,0,112,249,117,265,0.9057325280509833,simpleframe1634231383011
1,0,0,0,359,249,364,267,0.7838250316581711,simpleframe1634231383011
1,0,0,0,346,249,351,270,0.7384786878777608,simpleframe1634231482345
1,0,0,0,77,250,84,268,0.8334983126598853,simpleframe1634231519741
1,0,0,0,409,251,415,271,0.7324449942005391,simpleframe1634232438032
1,0,0,0,473,250,480,272,0.7892356086677106,simpleframe1634232520320
1,0,0,0,454,251,459,266,0.9898186410688217,simpleframe1634232550854
1,0,0,0,151,250,158,270,0.7554395841224109,simpleframe1634232566122
1,0,0,0,464,251,470,274,0.7478895907333167,simpleframe1634232566122
1,0,0,0,324,251,329,266,0.8689005913940733,simpleframe1634232566122
1,0,0,0,314,251,319,265,0.906300615196297,simpleframe1634232566122
1,0,0,0,43,256,51,270,0.7519917977193797,simpleframe1634232773929
1,0,0,0,410,250,418,274,0.7023231970347455,simpleframe1634232794299
1,0,0,0,53,250,59,267,0.8566278510343353,simpleframe1634232813083
1,0,0,0,111,250,116,263,1.031674097705508,simpleframe1634232852110
1,0,0,0,88,250,93,267,0.8746242026659391,simpleframe1634232869905
1,0,0,0,460,250,468,275,0.7025801001279227,simpleframe1634232951697
1,0,0,0,475,250,482,266,0.7977470730611094,simpleframe1634233988144
1,0,0,0,492,250,498,265,0.8994105522336349,simpleframe1634234010104
1,0,0,0,489,250,495,266,0.8013613795234366,simpleframe1634234055940
1,0,0,0,492,257,498,268,0.7091124262272877,simpleframe1634234171411
1,0,0,0,466,250,472,265,0.7957364427182065,simpleframe1634234194757
1,0,0,0,435,250,441,265,0.745166615033714,simpleframe1634234219950
1,0,0,0,402,250,407,264,0.7509992508203405,simpleframe1634234245490
1,0,0,0,386,251,391,266,0.7423576601218833,simpleframe1634234269938
1,0,0,0,149,250,154,264,0.7612769111410926,simpleframe1634234294752
1,0,0,0,366,250,371,265,0.7640713429929413,simpleframe1634234345427
1,0,0,0,366,250,371,265,0.7163397693868336,simpleframe1634234370578
1,0,0,0,366,250,371,265,0.7163428929714564,simpleframe1634234395090
1,0,0,0,366,250,371,264,0.7172371827107706,simpleframe1634234420332
1,0,0,0,130,250,135,264,0.7326531631581584,simpleframe1634235647706
1,0,0,0,144,250,149,264,0.7037817449367345,simpleframe1634235852907
1,0,0,0,288,249,294,268,0.7150552118908219,simpleframe1634236927001
1,0,0,0,298,249,303,263,0.8674264368486421,simpleframe1634236927001
1,0,0,0,6,249,15,273,0.7131691874391507,simpleframe1634236939077
1,0,0,0,344,248,348,266,0.7755764640567538,simpleframe1634236939077
1,0,0,0,378,249,383,264,0.8750353761279999,simpleframe1634236964900
1,0,0,0,388,249,394,265,0.8807652179198173,simpleframe1634236964900
1,0,0,0,71,249,76,264,0.9447554431179884,simpleframe1634236964900
1,0,0,0,18,249,26,270,0.7856034979453699,simpleframe1634236977640
1,0,0,0,82,250,88,267,0.8494221146399842,simpleframe1634237015146
1,0,0,0,31,250,38,269,0.8224570254319781,simpleframe1634237191395
1,0,0,0,60,250,65,265,0.9472210008740067,simpleframe1634237191395
1,0,0,0,32,249,41,272,0.7115022476844676,simpleframe1634237204925
1,0,0,0,71,249,77,270,0.7281955479486938,simpleframe1634237204925
1,0,0,0,60,258,68,268,0.8694710272458864,simpleframe1634237218330
1,0,0,0,113,250,118,264,0.7749081374967421,simpleframe1634237230554
1,0,0,0,80,256,87,265,0.7126326093619001,simpleframe1634237243770
1,0,0,0,90,256,97,265,0.741045737613664,simpleframe1634237256193
1,0,0,0,82,249,87,265,0.707342793245011,simpleframe1634237281876
1,0,0,0,112,250,117,264,0.7857315900648452,simpleframe1634237294520
1,0,0,0,96,251,101,266,0.7662368710131602,simpleframe1634237307647
1,0,0,0,103,251,108,265,0.7778875375343245,simpleframe1634237307647
1,0,0,0,75,250,81,268,0.7384433017021346,simpleframe1634237319369
1,0,0,0,84,250,90,268,0.7374983677910518,simpleframe1634237319369
1,0,0,0,63,245,69,263,0.7082555719107845,simpleframe1634237331708
1,0,0,0,55,249,60,263,0.8667328027149916,simpleframe1634237331708
1,0,0,0,45,250,51,264,0.855776031284291,simpleframe1634237343519
1,0,0,0,182,249,186,266,0.7558416713531995,simpleframe1634237356104
1,0,0,0,125,249,130,268,0.7284698690641792,simpleframe1634237356104
1,0,0,0,207,250,212,267,0.7471471886513649,simpleframe1634237356104
1,0,0,0,335,250,339,267,0.770877482713336,simpleframe1634237356104
1,0,0,0,141,250,146,266,0.7851460234912095,simpleframe1634237369494
1,0,0,0,123,250,128,265,0.8465191742589987,simpleframe1634237369494
1,0,0,0,130,250,135,266,0.7978491883960568,simpleframe1634237369494
1,0,0,0,30,254,36,265,0.9549783863299369,simpleframe1634237389114
1,0,0,0,321,248,327,267,0.767840196976978,simpleframe1634237389114
1,0,0,0,327,248,333,268,0.7460180120317242,simpleframe1634237389114
1,0,0,0,305,248,309,264,0.853410907688133,simpleframe1634237389114
1,0,0,0,339,248,345,270,0.7078572283126795,simpleframe1634237389114
1,0,0,0,317,248,322,267,0.7867311421782796,simpleframe1634237389114
1,0,0,0,8,257,15,270,0.8530129915124511,simpleframe1634237409084
1,0,0,0,13,256,20,269,0.7408498383747214,simpleframe1634237428668
1,0,0,0,24,256,31,269,0.7399187958527995,simpleframe1634237448514
1,0,0,0,52,255,58,266,0.758396634108514,simpleframe1634237468853
1,0,0,0,44,257,52,267,0.7162166200362479,simpleframe1634237616306
1,0,0,0,80,250,85,264,0.8304214907753341,simpleframe1634237616306
1,0,0,0,64,256,71,265,0.7713555945034278,simpleframe1634237633820
1,0,0,0,59,250,65,265,0.7775142925377787,simpleframe1634237633820
1,0,0,0,444,250,449,263,0.9872986719311848,simpleframe1634237651234
1,0,0,0,13,251,20,271,0.7467636381038126,simpleframe1634237651234
1,0,0,0,475,250,480,263,0.9796133047162092,simpleframe1634237687733
1,0,0,0,70,250,76,265,0.8625768902975988,simpleframe1634237687733
1,0,0,0,450,250,456,264,0.9531933484079551,simpleframe1634237687733
1,0,0,0,46,251,53,269,0.8414551903336138,simpleframe1634237881461
1,0,0,0,217,250,221,267,0.7826192559818708,simpleframe1634237881461
1,0,0,0,115,250,120,264,0.7837475813114843,simpleframe1634238114470
1,0,0,0,90,249,95,265,0.714976641176749,simpleframe1634238130813
1,0,0,0,106,250,111,265,0.7854594326822192,simpleframe1634238224126
1,0,0,0,86,249,91,264,0.9297405420137993,simpleframe1634238239239
1,0,0,0,11,249,20,274,0.703244340066573,simpleframe1634238254994
1,0,0,0,108,249,115,269,0.7601782509789673,simpleframe1634238284064
1,0,0,0,334,250,339,269,0.7208957035292687,simpleframe1634238410787
1,0,0,0,10,250,16,263,1.0135113646230907,simpleframe1634238410787
1,0,0,0,35,259,44,269,0.8283626075336232,simpleframe1634238410787
1,0,0,0,61,250,66,266,0.8360144453637421,simpleframe1634238424701
1,0,0,0,84,249,91,268,0.7650234766446172,simpleframe1634238451034
1,0,0,0,348,249,353,263,0.7353373020938976,simpleframe1634238451034
1,0,0,0,28,249,35,268,0.8045206235341298,simpleframe1634238501322
1,0,0,0,229,249,233,265,0.8646725302482855,simpleframe1634238579658
1,0,0,0,18,250,23,265,0.9684055042078182,simpleframe1634238616720
1,0,0,0,30,250,36,267,0.8708024712323712,simpleframe1634238630472
1,0,0,0,68,252,75,271,0.7959001464661131,simpleframe1634238644962
1,0,0,0,63,250,68,265,0.8365909960435541,simpleframe1634238888458
1,0,0,0,124,250,128,266,0.7259159078219188,simpleframe1634238888458
1,0,0,0,20,249,26,266,0.7894000745256264,simpleframe1634238901036
1,0,0,0,24,249,31,266,0.7604803910342255,simpleframe1634238913903
1,0,0,0,79,250,85,265,0.7369342434699352,simpleframe1634238939680
1,0,0,0,101,250,106,265,0.7292897791743462,simpleframe1634239060461
1,0,0,0,100,250,105,264,0.769494270944384,simpleframe1634239060461
1,0,0,0,94,250,99,265,0.7239213650044222,simpleframe1634239072371
1,0,0,0,25,250,31,266,0.7550608920167163,simpleframe1634239215558
1,0,0,0,21,249,29,269,0.7190925960718946,simpleframe1634239227434
1,0,0,0,82,249,87,265,0.7110930861264749,simpleframe1634239298405
1,0,0,0,73,251,79,267,0.7528719774372665,simpleframe1634239320461
1,0,0,0,68,251,73,268,0.7543887464019126,simpleframe1634239331664
1,0,0,0,31,249,37,263,0.8770723681579927,simpleframe1634239388587
1,0,0,0,37,249,42,262,0.9555217220544818,simpleframe1634239455299
1,0,0,0,42,249,47,263,0.8580287533090817,simpleframe1634239478300
1,0,0,0,12,249,17,264,0.882333613977384,simpleframe1634239557772
1,0,0,0,33,249,38,263,0.8525400797908269,simpleframe1634239569151
1,0,0,0,39,249,45,263,0.8385851771204014,simpleframe1634239604899
1,0,0,0,315,249,320,263,0.7076236140000873,simpleframe1634239628230
1,0,0,0,350,249,355,264,0.7639979927267562,simpleframe1634239710738
1,0,0,0,152,249,156,265,0.7047767672956354,simpleframe1634239734739
1,0,0,0,22,249,29,267,0.711394058651393,simpleframe1634239981130
1,0,0,0,1,249,8,267,0.738680089490221,simpleframe1634240101132
1,0,0,0,19,249,25,266,0.7519573430438673,simpleframe1634240261287
1,0,0,0,42,249,48,266,0.7025831727877357,simpleframe1634240272131
1,0,0,0,400,249,405,263,0.7792747171295376,simpleframe1634240328048
1,0,0,0,11,256,19,265,0.7836417433106054,simpleframe1634240430645
1,0,0,0,35,256,43,266,0.725004721376216,simpleframe1634240442651
1,0,0,0,414,249,419,264,0.7541725536151016,simpleframe1634240478299
1,0,0,0,41,249,47,266,0.7349921218573869,simpleframe1634240501706
1,0,0,0,15,249,21,265,0.7921156496575514,simpleframe1634240515553
1,0,0,0,443,249,449,266,0.7076894008485634,simpleframe1634240527407
1,0,0,0,425,249,430,264,0.7738470980932247,simpleframe1634240539757
1,0,0,0,99,249,104,263,0.8427519795666959,simpleframe1634240985137
1,0,0,0,216,250,220,266,0.7306494813078683,simpleframe1634241003267
1,0,0,0,30,251,35,265,0.974231523198295,simpleframe1634241014054
1,0,0,0,83,250,88,263,0.9660161357127697,simpleframe1634241023995
1,0,0,0,288,250,292,267,0.7114617324618621,simpleframe1634241023995
1,0,0,0,277,250,282,266,0.7579015575586618,simpleframe1634241033442
1,0,0,0,6,250,11,267,0.8503953724611496,simpleframe1634241043052
1,0,0,0,430,250,437,269,0.8417586416549061,simpleframe1634241131039
1,0,0,0,473,250,482,271,0.7115940659532359,simpleframe1634241131039
1,0,0,0,75,249,82,269,0.7979465415368051,simpleframe1634241160719
1,0,0,0,64,249,71,270,0.7923596671166118,simpleframe1634241160719
1,0,0,0,109,251,114,265,0.8884816450516161,simpleframe1634241180038
1,0,0,0,130,255,136,268,0.7157012079802937,simpleframe1634241180038
1,0,0,0,205,249,210,265,0.8035887907794375,simpleframe1634241226638
1,0,0,0,317,251,322,270,0.7225090824963323,simpleframe1634241260381
1,0,0,0,122,249,127,267,0.7735338926881897,simpleframe1634241260381
1,0,0,0,363,256,370,266,0.8126088654557634,simpleframe1634241260381
1,0,0,0,407,250,413,267,0.7470690425071864,simpleframe1634241328790
1,0,0,0,3,247,8,260,1.114454205412355,simpleframe1634241339173
1,0,0,0,52,247,57,261,0.9537909031536898,simpleframe1634241339173
1,0,0,0,349,248,353,269,0.7128161696115859,simpleframe1634241350943
1,0,0,0,396,248,402,266,0.8185175027339884,simpleframe1634241350943
1,0,0,0,355,249,361,268,0.7756100509018199,simpleframe1634241364899
1,0,0,0,35,256,43,266,0.9188102413533278,simpleframe1634241364899
1,0,0,0,356,250,362,268,0.7729648706292016,simpleframe1634241379258
1,0,0,0,379,250,384,268,0.7715809275058777,simpleframe1634241379258
1,0,0,0,72,249,78,266,0.8678453271597557,simpleframe1634241393522
1,0,0,0,38,249,45,266,0.892424104860773,simpleframe1634241393522
1,0,0,0,22,250,28,267,0.9178466049676557,simpleframe1634241421605
1,0,0,0,105,249,110,266,0.8707328514852074,simpleframe1634241507287
1,0,0,0,84,249,89,264,0.9788028868701852,simpleframe1634241529924
1,0,0,0,79,249,84,264,0.9650014078325126,simpleframe1634241529924
1,0,0,0,86,248,94,273,0.7058927876476251,simpleframe1634241586075
1,0,0,0,150,249,156,267,0.8152159020156583,simpleframe1634241586075
1,0,0,0,102,255,109,269,0.782203624302039,simpleframe1634241586075
1,0,0,0,353,249,357,266,0.8069430449142198,simpleframe1634241595551
1,0,0,0,337,250,343,270,0.7240133934297923,simpleframe1634241704196
1,0,0,0,379,249,384,267,0.775092324654011,simpleframe1634241750529
1,0,0,0,386,250,393,270,0.7464316510947454,simpleframe1634241798267
1,0,0,0,387,251,393,267,0.7107995607106113,simpleframe1634241864002
1,0,0,0,487,250,492,263,1.0236481880522907,simpleframe1634241882927
1,0,0,0,377,250,382,263,0.9463901758138509,simpleframe1634241891873
1,0,0,0,165,256,172,266,0.7585212470319876,simpleframe1634159340936
1,0,0,0,357,249,362,265,0.8516703113870583,simpleframe1634159687925
1,0,0,0,180,247,185,262,0.7315699443328865,simpleframe1634159761758
1,0,0,0,204,249,209,263,0.7072098006307499,simpleframe1634159850090
1,0,0,0,370,254,375,268,0.7929596265998555,simpleframe1634160039222
1,0,0,0,365,249,370,264,0.712471488520063,simpleframe1634160056720
1,0,0,0,353,250,358,264,0.7539752412556475,simpleframe1634160065426
1,0,0,0,375,251,380,264,0.8305665349553951,simpleframe1634160091606
1,0,0,0,180,250,185,264,0.7156823450472003,simpleframe1634160247011
1,0,0,0,356,253,361,266,0.7543676984126209,simpleframe1634160311144
1,0,0,0,338,255,345,265,0.718131106847956,simpleframe1634160736641
1,0,0,0,124,250,129,265,0.8639584007931953,simpleframe1634160762071
1,0,0,0,162,249,167,265,0.808918516335991,simpleframe1634160801717
1,0,0,0,321,249,326,266,0.7756280624599747,simpleframe1634160868207
1,0,0,0,336,249,340,268,0.739565686167029,simpleframe1634160876519
1,0,0,0,326,249,330,266,0.7801843799166186,simpleframe1634160933742
1,0,0,0,122,251,128,269,0.7676573176467077,simpleframe1634160979255
1,0,0,0,209,251,214,270,0.7128495042438238,simpleframe1634160979255
1,0,0,0,338,251,344,270,0.7229290015890867,simpleframe1634160979255
1,0,0,0,371,255,377,272,0.7199204213190257,simpleframe1634162578363
1,0,0,0,119,251,124,264,0.7282752300751067,simpleframe1634162702495
1,0,0,0,304,248,308,264,0.7877127556684924,simpleframe1634162872923
1,0,0,0,352,249,356,266,0.7796931333415438,simpleframe1634162912985
1,0,0,0,336,249,340,265,0.829548533458981,simpleframe1634162912985
1,0,0,0,356,249,362,268,0.7352760471313985,simpleframe1634162912985
1,0,0,0,345,248,350,262,0.8062646539130998,simpleframe1634162929060
1,0,0,0,335,248,340,264,0.7323121670156728,simpleframe1634162929060
1,0,0,0,336,251,340,268,0.7416052686903225,simpleframe1634163078563
1,0,0,0,319,248,324,264,0.8068126547626862,simpleframe1634163208288
1,0,0,0,336,249,341,267,0.7696485338589864,simpleframe1634163226580
1,0,0,0,146,249,152,267,0.774839724026017,simpleframe1634163254715
1,0,0,0,375,251,380,264,0.7227084971104157,simpleframe1634163591396
1,0,0,0,373,251,378,264,0.7161866768331272,simpleframe1634163669121
1,0,0,0,360,249,365,264,0.7005364568969573,simpleframe1634163676175
1,0,0,0,358,256,363,269,0.7922201314801188,simpleframe1634164185378
1,0,0,0,350,250,355,265,0.702312751724008,simpleframe1634164303797
1,0,0,0,354,250,359,265,0.7005984983099384,simpleframe1634164411880
1,0,0,0,356,249,361,262,0.7143202247182263,simpleframe1634165051488
1,0,0,0,319,250,323,268,0.7497931895542779,simpleframe1634166045739
1,0,0,0,324,249,328,265,0.825123962236379,simpleframe1634166070682
1,0,0,0,326,250,331,265,0.8624252610193226,simpleframe1634166125132
1,0,0,0,334,250,339,266,0.8188539677028188,simpleframe1634166125132
1,0,0,0,169,249,174,264,0.7625370810629353,simpleframe1634166309376
1,0,0,0,349,249,354,265,0.8117098072331556,simpleframe1634166314561
1,0,0,0,344,249,349,265,0.8279934286480588,simpleframe1634166324274
1,0,0,0,357,247,362,260,0.8998503201999435,simpleframe1634167786308
1,0,0,0,354,247,359,261,0.8426231116808427,simpleframe1634167786308
1,0,0,0,113,251,118,269,0.7645698765241928,simpleframe1634167794271
1,0,0,0,405,250,411,265,0.7831484744452978,simpleframe1634167794271
1,0,0,0,94,250,99,264,0.9017710568199198,simpleframe1634167794271
1,0,0,0,97,250,102,268,0.7610105488184092,simpleframe1634167794271
1,0,0,0,413,250,420,264,0.7285939215648033,simpleframe1634167794271
1,0,0,0,83,249,88,265,0.7701281568744072,simpleframe1634167809814
1,0,0,0,90,249,94,266,0.7089892166503874,simpleframe1634167809814
1,0,0,0,95,249,100,264,0.7685819378953509,simpleframe1634167817763
1,0,0,0,98,250,103,264,0.8067451822646742,simpleframe1634167825527
1,0,0,0,59,245,66,260,0.8002732059849994,simpleframe1634167833161
1,0,0,0,72,245,78,262,0.8116699406073166,simpleframe1634167833161
1,0,0,0,43,248,50,262,0.7022409675380316,simpleframe1634167840670
1,0,0,0,92,250,97,264,0.9111338331273555,simpleframe1634167870519
1,0,0,0,11,250,20,272,0.7184227153509769,simpleframe1634167870519
1,0,0,0,11,250,20,272,0.7238598834521659,simpleframe1634167877711
1,0,0,0,87,249,92,263,0.839496815728786,simpleframe1634167900111
1,0,0,0,46,250,50,266,0.7571516519657557,simpleframe1634167908071
1,0,0,0,329,250,333,267,0.7603927162834541,simpleframe1634167935187
1,0,0,0,481,249,486,262,1.010620409834902,simpleframe1634168035842
1,0,0,0,493,249,498,262,1.0374528276721129,simpleframe1634168043660
1,0,0,0,458,249,463,262,0.9521796571128462,simpleframe1634168141247
1,0,0,0,473,249,478,262,0.977109018932791,simpleframe1634168149434
1,0,0,0,457,249,462,262,0.9876707219373401,simpleframe1634168157554
1,0,0,0,45,250,50,263,0.9774628041400851,simpleframe1634168182134
1,0,0,0,21,250,26,264,0.983015159921398,simpleframe1634168182134
1,0,0,0,416,250,421,263,0.8733054433224574,simpleframe1634168182134
1,0,0,0,54,248,59,267,0.7367277623601529,simpleframe1634168189932
1,0,0,0,194,249,198,265,0.7238951028389745,simpleframe1634168189932
1,0,0,0,423,251,428,267,0.7960766489440558,simpleframe1634168197692
1,0,0,0,111,251,116,267,0.7206493805318958,simpleframe1634168213489
1,0,0,0,327,251,332,266,0.7124302373834039,simpleframe1634168323923
1,0,0,0,18,251,24,266,0.8286704018693942,simpleframe1634168408646
1,0,0,0,35,250,40,265,0.8647191889595288,simpleframe1634168416468
1,0,0,0,48,250,53,263,0.9074702336972678,simpleframe1634168424375
1,0,0,0,18,251,24,266,0.8180872923682155,simpleframe1634168432320
1,0,0,0,60,250,65,263,0.940983663536801,simpleframe1634168432320
1,0,0,0,37,250,43,265,0.8473468105429653,simpleframe1634168440208
1,0,0,0,54,251,59,264,0.8788268348971303,simpleframe1634168448176
1,0,0,0,315,251,319,267,0.7485540476130178,simpleframe1634168456141
1,0,0,0,438,249,443,263,0.9085990938732783,simpleframe1634168518031
1,0,0,0,61,249,67,265,0.7078451048345684,simpleframe1634168612039
1,0,0,0,88,249,93,263,0.7933291300663281,simpleframe1634168619773
1,0,0,0,78,249,83,264,0.757562223728373,simpleframe1634168627354
1,0,0,0,54,250,60,267,0.7231602492238818,simpleframe1634168635023
1,0,0,0,327,252,332,268,0.7638208464652285,simpleframe1634168702358
1,0,0,0,180,247,185,263,0.7559605002092796,simpleframe1634168784544
1,0,0,0,481,251,486,265,0.9563632246053416,simpleframe1634168852538
1,0,0,0,453,249,458,262,0.9952301646001609,simpleframe1634168868852
1,0,0,0,392,249,397,263,0.871404241628517,simpleframe1634168876986
1,0,0,0,145,249,150,266,0.7163495931095295,simpleframe1634169085513
1,0,0,0,134,249,139,266,0.717263808783965,simpleframe1634169085513
1,0,0,0,97,251,101,267,0.8452849935833102,simpleframe1634169117729
1,0,0,0,39,250,45,267,0.8781671560239792,simpleframe1634169117729
1,0,0,0,58,250,63,267,0.8700630893738199,simpleframe1634169117729
1,0,0,0,334,250,339,266,0.8006036817523081,simpleframe1634169135259
1,0,0,0,406,251,412,268,0.8123352506827206,simpleframe1634169154580
1,0,0,0,80,250,86,265,0.8757711867348218,simpleframe1634169164306
1,0,0,0,24,250,30,269,0.732626136273329,simpleframe1634169173773
1,0,0,0,336,251,341,267,0.8060772357254468,simpleframe1634169183262
1,0,0,0,357,251,362,270,0.7383504003139661,simpleframe1634169183262
1,0,0,0,362,251,367,269,0.7461039235820585,simpleframe1634169183262
1,0,0,0,67,250,72,265,0.8102940060377744,simpleframe1634169192717
1,0,0,0,345,250,349,266,0.805585376239796,simpleframe1634169202105
1,0,0,0,377,250,382,265,0.8963117582094812,simpleframe1634169202105
1,0,0,0,375,250,379,266,0.7358089131140155,simpleframe1634169211521
1,0,0,0,373,249,379,266,0.7028437657564455,simpleframe1634169220993
1,0,0,0,92,249,97,263,0.8809379197212556,simpleframe1634169220993
1,0,0,0,345,247,350,262,0.7529673411703128,simpleframe1634169230200
1,0,0,0,58,247,64,264,0.790091487247206,simpleframe1634169230200
1,0,0,0,49,249,55,265,0.7902596882552508,simpleframe1634169294402
1,0,0,0,30,249,36,267,0.7048803050448723,simpleframe1634169303588
1,0,0,0,349,249,354,263,0.7147409054100531,simpleframe1634169358866
1,0,0,0,94,249,99,265,0.7107835671804479,simpleframe1634169395101
1,0,0,0,74,250,79,264,0.819984831062399,simpleframe1634169450760
1,0,0,0,47,249,53,266,0.7574155099385655,simpleframe1634169459982
1,0,0,0,82,249,87,264,0.7639928416363527,simpleframe1634169533307
1,0,0,0,98,249,103,265,0.7096955943497876,simpleframe1634169570483
1,0,0,0,101,250,106,265,0.7510564543791556,simpleframe1634169579878
1,0,0,0,96,249,101,265,0.7603307806362563,simpleframe1634169589222
1,0,0,0,98,249,103,264,0.740020335289924,simpleframe1634169598598
1,0,0,0,106,249,111,264,0.7505372364096127,simpleframe1634169608051
1,0,0,0,94,249,99,264,0.7494597160738564,simpleframe1634169608051
1,0,0,0,101,249,106,264,0.7362474069967978,simpleframe1634169617483
1,0,0,0,94,249,99,264,0.7406561059887085,simpleframe1634169617483
1,0,0,0,80,249,86,265,0.719675255346897,simpleframe1634169617483
1,0,0,0,112,249,117,263,0.7788243620104067,simpleframe1634169626934
1,0,0,0,13,249,18,262,0.9710041143286667,simpleframe1634169636400
1,0,0,0,110,249,115,263,0.7704808217034678,simpleframe1634169636400
1,0,0,0,40,249,45,262,0.9193785030078595,simpleframe1634169655248
1,0,0,0,84,249,89,263,0.8117853827858691,simpleframe1634169673962
1,0,0,0,70,249,75,264,0.768238121138637,simpleframe1634169683352
1,0,0,0,52,249,58,266,0.7272946573264559,simpleframe1634169692678
1,0,0,0,119,249,124,263,0.7901655125439384,simpleframe1634169692678
1,0,0,0,90,249,95,265,0.7081662125686191,simpleframe1634169711251
1,0,0,0,91,249,97,264,0.7307075347661594,simpleframe1634169814292
1,0,0,0,100,255,107,264,0.7310846230562827,simpleframe1634169814292
